,10_game_avg,50_game_avg,ha,result,streak
2016-01-05Tulsa,-0.2,-0.04,1.0,-1.0,-2.0
2016-01-05Utah_State,-0.2,0.16,1.0,-1.0,-1.0
2016-01-05VA_Military,-0.2,-0.08,1.0,1.0,-4.0
2016-01-05VCU,0.4,0.0,0.0,1.0,2.0
2016-01-05Vanderbilt,0.2,0.2,0.0,-1.0,-1.0
2016-01-05W_Michigan,-0.4,0.08,1.0,-1.0,-2.0
2016-01-05Wisconsin,-0.2,-0.08,0.0,1.0,1.0
2016-01-05Wofford,-0.4,0.04,0.0,-1.0,1.0
2016-01-06Air_Force,0.2,0.0,0.0,-1.0,-1.0
2016-01-06Ball_State,-0.6,-0.16,1.0,1.0,-3.0
2016-01-06Belmont,0.0,0.04,0.0,-1.0,-1.0
2016-01-06Bowling_Grn,0.0,0.24,1.0,1.0,1.0
2016-01-06Bradley,-0.2,-0.28,1.0,-1.0,-2.0
2016-01-06Cal_Poly,-0.2,-0.12,0.0,-1.0,-1.0
2016-01-06Cal_St_Nrdge,-0.2,-0.12,1.0,-1.0,-2.0
2016-01-06California,0.0,0.0,0.0,1.0,5.0
2016-01-06Central_FL,0.6,-0.08,1.0,1.0,1.0
2016-01-06Central_Mich,-0.4,-0.2,1.0,-1.0,1.0
2016-01-06Colorado_St,-0.2,-0.2,1.0,1.0,2.0
2016-01-06Davidson,-0.6,0.2,1.0,1.0,-4.0
2016-01-06Dayton,-0.2,0.04,1.0,1.0,1.0
2016-01-06Denver,-0.2,-0.12,1.0,-1.0,-1.0
2016-01-06Drake,0.0,-0.16,1.0,-1.0,-2.0
2016-01-06Duke,0.2,0.2,0.0,1.0,2.0
2016-01-06Duquesne,0.0,0.16,0.0,-1.0,-1.0
2016-01-06E_Illinois,0.0,0.0,1.0,-1.0,1.0
2016-01-06E_Michigan,-0.4,-0.16,0.0,1.0,1.0
2016-01-06Evansville,-0.2,0.04,0.0,1.0,1.0
2016-01-06Florida,0.2,-0.04,0.0,-1.0,1.0
2016-01-06Fordham,0.2,0.0,1.0,-1.0,1.0
2016-01-06Fresno_St,0.0,-0.16,1.0,1.0,-1.0
2016-01-06GA_Tech,0.2,0.12,0.0,1.0,1.0
2016-01-06Geo_Mason,0.0,-0.04,1.0,-1.0,-3.0
2016-01-06Geo_Wshgtn,0.0,-0.12,0.0,-1.0,-1.0
2016-01-06Georgia,-0.2,0.12,1.0,1.0,-2.0
2016-01-06Hawaii,0.2,0.08,1.0,1.0,3.0
2016-01-06IPFW,0.8,0.4,1.0,1.0,3.0
2016-01-06Illinois_St,0.2,0.0,1.0,-1.0,3.0
2016-01-06Indiana_St,0.4,-0.04,0.0,1.0,4.0
2016-01-06Iowa_State,0.2,0.2,1.0,-1.0,2.0
2016-01-06La_Salle,-0.4,-0.24,0.0,1.0,-6.0
2016-01-06Lg_Beach_St,0.4,-0.04,0.0,1.0,1.0
2016-01-06Loyola-Chi,-0.6,0.04,0.0,1.0,-3.0
2016-01-06Maryland,0.0,-0.08,1.0,1.0,1.0
2016-01-06Miami_(OH),-0.2,-0.12,0.0,-1.0,1.0
2016-01-06Miss_State,0.4,0.12,1.0,1.0,2.0
2016-01-06Missouri,0.2,-0.2,0.0,-1.0,-2.0
2016-01-06Missouri_St,-0.2,-0.16,1.0,1.0,-4.0
2016-01-06N_Illinois,0.2,0.24,1.0,1.0,-2.0
2016-01-06N_Iowa,-0.2,0.24,0.0,-1.0,-1.0
2016-01-06Nevada,-0.6,-0.28,0.0,-1.0,-5.0
2016-01-06Northwestern,0.2,0.04,1.0,-1.0,-1.0
2016-01-06Ohio,0.8,-0.08,0.0,-1.0,2.0
2016-01-06Ohio_State,0.2,-0.12,0.0,1.0,-1.0
2016-01-06Oral_Roberts,-0.6,-0.28,0.0,1.0,-6.0
2016-01-06Oregon,0.0,0.12,1.0,-1.0,-2.0
2016-01-06Oregon_St,0.0,0.0,1.0,-1.0,4.0
2016-01-06Pittsburgh,0.0,-0.24,1.0,-1.0,1.0
2016-01-06Rutgers,0.0,-0.08,0.0,-1.0,-1.0
2016-01-06SIU_Edward,0.0,0.12,1.0,1.0,-2.0
2016-01-06S_Florida,0.0,-0.2,0.0,-1.0,2.0
2016-01-06S_Illinois,0.2,0.08,0.0,1.0,4.0
2016-01-06Saint_Louis,-0.8,-0.52,1.0,1.0,-8.0
2016-01-06San_Diego_St,0.0,-0.04,1.0,-1.0,1.0
2016-01-06San_Jose_St,0.0,-0.28,0.0,1.0,1.0
2016-01-06Seton_Hall,0.4,0.12,0.0,1.0,-1.0
2016-01-06South_Dakota,0.2,0.04,0.0,-1.0,1.0
2016-01-06St_Bonavent,0.4,0.08,0.0,1.0,1.0
2016-01-06St_Johns,-0.6,-0.12,1.0,1.0,-4.0
2016-01-06Stanford,0.0,-0.08,0.0,1.0,-1.0
2016-01-06TN_State,-0.4,0.12,0.0,1.0,2.0
2016-01-06Tennessee,0.2,-0.04,1.0,1.0,-3.0
2016-01-06Texas_A&M,0.2,0.2,0.0,-1.0,3.0
2016-01-06Texas_Tech,0.4,0.04,0.0,1.0,7.0
2016-01-06Toledo,0.2,-0.08,0.0,-1.0,1.0
2016-01-06UNLV,0.2,0.12,0.0,-1.0,-1.0
2016-01-06U_Mass,-0.4,-0.04,0.0,-1.0,1.0
2016-01-06Villanova,0.2,0.36,1.0,-1.0,2.0
2016-01-06Wake_Forest,-0.2,-0.16,1.0,-1.0,2.0
2016-01-06Wichita_St,0.0,0.12,1.0,-1.0,3.0
2016-01-06Wyoming,0.2,-0.16,1.0,1.0,2.0
2016-01-06Xavier,0.8,0.12,0.0,-1.0,1.0
2016-01-07AR_Lit_Rock,0.4,0.2,1.0,1.0,-1.0
2016-01-07Alabama,0.2,0.12,0.0,-1.0,-1.0
2016-01-07App_State,0.0,-0.16,1.0,1.0,-2.0
2016-01-07Arizona,0.4,0.2,0.0,-1.0,1.0
2016-01-07Arizona_St,0.0,-0.08,0.0,-1.0,-1.0
2016-01-07Arkansas_St,-0.2,-0.16,1.0,1.0,2.0
2016-01-07Austin_Peay,0.0,-0.16,1.0,1.0,-1.0
2016-01-07BYU,0.4,-0.04,1.0,1.0,1.0
2016-01-07Boston_Col,-0.4,-0.04,1.0,-1.0,-1.0
2016-01-07CS_Fullerton,-0.2,-0.24,0.0,1.0,-5.0
2016-01-07Canisius,0.0,0.08,1.0,-1.0,-1.0
2016-01-07Charlotte,0.4,0.04,0.0,1.0,4.0
2016-01-07Cincinnati,-0.4,-0.08,0.0,1.0,1.0
2016-01-07Cleveland_St,-0.2,-0.12,1.0,-1.0,-2.0
2016-01-07Col_Charlestn,-0.2,-0.4,1.0,1.0,-1.0
2016-01-07Delaware,-0.4,0.08,0.0,-1.0,-1.0
2016-01-07Drexel,0.0,-0.12,1.0,-1.0,3.0
2016-01-07E_Kentucky,0.6,0.0,1.0,-1.0,3.0
2016-01-07Elon,0.0,0.0,0.0,1.0,-3.0
2016-01-07Fairfield,0.0,0.04,0.0,-1.0,1.0
2016-01-07Fla_Atlantic,-0.4,-0.2,0.0,-1.0,-2.0
2016-01-07Florida_Intl,0.4,0.04,0.0,1.0,2.0
2016-01-07GA_Southern,-0.4,0.0,1.0,-1.0,-5.0
2016-01-07Georgia_St,-0.2,0.04,1.0,-1.0,1.0
2016-01-07Hofstra,-0.2,-0.12,0.0,-1.0,1.0
2016-01-07IUPUI,0.0,0.0,1.0,1.0,2.0
2016-01-07Idaho_State,0.6,0.2,1.0,1.0,-1.0
2016-01-07Illinois,0.0,0.12,0.0,-1.0,1.0
2016-01-07Iona,0.0,-0.16,1.0,-1.0,-1.0
2016-01-07James_Mad,-0.2,-0.16,1.0,-1.0,1.0
2016-01-07Jksnville_St,0.0,-0.12,0.0,-1.0,-1.0
2016-01-07LA_Lafayette,-0.2,0.08,0.0,-1.0,1.0
2016-01-07LA_Monroe,-0.2,0.12,0.0,-1.0,1.0
2016-01-07LA_Tech,0.2,-0.04,1.0,-1.0,1.0
2016-01-07Louisville,0.0,-0.04,0.0,-1.0,-4.0
2016-01-07Loyola_Mymt,0.2,0.04,1.0,-1.0,1.0
2016-01-07Manhattan,-0.2,0.12,0.0,1.0,2.0
2016-01-07Marshall,0.0,-0.08,1.0,1.0,5.0
2016-01-07Michigan,0.6,0.08,0.0,-1.0,4.0
2016-01-07Michigan_St,-0.2,0.2,1.0,1.0,-3.0
2016-01-07Middle_Tenn,0.2,-0.12,1.0,-1.0,-1.0
2016-01-07Mississippi,0.2,0.0,1.0,1.0,-2.0
2016-01-07Montana,0.0,0.0,1.0,1.0,1.0
2016-01-07Montana_St,0.2,-0.12,1.0,1.0,1.0
2016-01-07Morehead_St,-0.2,0.04,1.0,1.0,-3.0
2016-01-07Murray_St,0.0,0.08,1.0,-1.0,1.0
2016-01-07NC-Wilmgton,0.0,0.08,0.0,-1.0,-2.0
2016-01-07NC_State,0.0,0.24,1.0,1.0,-2.0
2016-01-07N_Colorado,0.0,-0.36,0.0,-1.0,-1.0
2016-01-07N_Dakota_St,-0.4,-0.08,1.0,-1.0,1.0
2016-01-07Neb_Omaha,0.2,-0.04,0.0,1.0,-2.0
2016-01-07Niagara,0.2,-0.12,1.0,1.0,3.0
2016-01-07North_Dakota,0.2,-0.04,0.0,1.0,1.0
2016-01-07Northeastrn,0.2,0.08,1.0,1.0,2.0
2016-01-07Notre_Dame,-0.2,-0.04,0.0,1.0,-4.0
2016-01-07Old_Dominion,-0.6,0.0,0.0,1.0,-1.0
2016-01-07Pacific,-0.4,-0.2,0.0,1.0,-4.0
2016-01-07Pepperdine,-0.4,0.04,1.0,-1.0,-3.0
2016-01-07Portland_St,-0.2,-0.04,0.0,-1.0,2.0
2016-01-07Purdue,0.4,0.36,1.0,1.0,-1.0
2016-01-07Rider,-0.6,-0.04,0.0,1.0,-1.0
2016-01-07SE_Missouri,0.2,-0.16,0.0,-1.0,-1.0
2016-01-07S_Alabama,-0.2,0.0,0.0,1.0,-2.0
2016-01-07S_Dakota_St,0.2,0.28,0.0,-1.0,-4.0
2016-01-07S_Methodist,-0.2,-0.04,1.0,-1.0,-1.0
2016-01-07S_Mississippi,0.4,0.04,1.0,-1.0,-3.0
2016-01-07Sac_State,0.2,0.16,0.0,-1.0,-1.0
2016-01-07San_Diego,0.2,-0.12,1.0,-1.0,-1.0
2016-01-07San_Fransco,-0.2,0.08,0.0,1.0,3.0
2016-01-07Santa_Clara,0.2,0.04,0.0,-1.0,2.0
2016-01-07Siena,0.0,0.04,1.0,1.0,-2.0
2016-01-07St_Marys,1.0,0.32,0.0,1.0,11.0
2016-01-07St_Peters,0.4,-0.08,0.0,-1.0,1.0
2016-01-07TN_Martin,0.0,0.0,0.0,1.0,3.0
2016-01-07TN_Tech,0.0,0.0,0.0,1.0,2.0
2016-01-07TX-Arlington,0.8,0.24,0.0,-1.0,9.0
2016-01-07TX-San_Ant,-0.4,-0.12,0.0,-1.0,1.0
2016-01-07TX_El_Paso,-0.2,-0.2,0.0,1.0,-1.0
2016-01-07Towson,-0.4,0.08,1.0,1.0,-1.0
2016-01-07Troy,-0.2,-0.16,0.0,1.0,1.0
2016-01-07UAB,0.0,0.12,1.0,1.0,4.0
2016-01-07UCLA,-0.4,-0.12,1.0,1.0,-5.0
2016-01-07UC_Davis,-0.6,0.04,0.0,-1.0,1.0
2016-01-07UC_Irvine,-0.2,0.08,1.0,1.0,-2.0
2016-01-07UC_Riverside,0.0,0.16,1.0,-1.0,-1.0
2016-01-07USC,0.0,0.24,1.0,1.0,-1.0
2016-01-07WI-Grn_Bay,0.4,0.12,0.0,1.0,4.0
2016-01-07WI-Milwkee,-0.2,0.0,0.0,1.0,-2.0
2016-01-07W_Kentucky,0.0,-0.08,1.0,-1.0,-1.0
2016-01-07Weber_State,0.2,-0.08,1.0,-1.0,2.0
2016-01-07Wm_&_Mary,0.2,0.24,0.0,1.0,1.0
2016-01-07Youngs_St,0.2,-0.08,1.0,-1.0,3.0
2016-01-08Akron,0.4,0.04,1.0,-1.0,4.0
2016-01-08Buffalo,-0.2,0.12,0.0,1.0,-1.0
2016-01-08Colorado,0.2,0.0,1.0,-1.0,1.0
2016-01-08Detroit,0.2,0.0,1.0,1.0,-3.0
2016-01-08IL-Chicago,-0.6,-0.16,0.0,-1.0,-1.0
2016-01-08Kent_State,0.0,0.0,1.0,-1.0,1.0
2016-01-08Oakland,0.6,0.2,1.0,-1.0,-1.0
2016-01-08Utah,-0.4,0.12,0.0,1.0,-2.0
2016-01-08Valparaiso,0.2,0.04,0.0,1.0,1.0
2016-01-08W_Michigan,-0.4,0.04,0.0,1.0,-3.0
2016-01-09AR_Lit_Rock,0.6,0.24,1.0,-1.0,1.0
2016-01-09Air_Force,0.0,-0.04,1.0,-1.0,-2.0
2016-01-09Alabama,0.2,0.08,1.0,-1.0,-2.0
2016-01-09App_State,0.0,-0.12,1.0,1.0,1.0
2016-01-09Arizona,0.4,0.2,0.0,-1.0,-1.0
2016-01-09Arizona_St,-0.2,-0.12,0.0,-1.0,-2.0
2016-01-09Arkansas,0.0,-0.04,1.0,1.0,1.0
2016-01-09Arkansas_St,0.0,-0.16,1.0,1.0,3.0
2016-01-09Auburn,-0.2,-0.04,0.0,-1.0,-1.0
2016-01-09Austin_Peay,0.2,-0.16,1.0,-1.0,1.0
2016-01-09BYU,0.4,-0.04,1.0,-1.0,2.0
2016-01-09Ball_State,-0.4,-0.12,0.0,1.0,1.0
2016-01-09Baylor,-0.6,0.08,0.0,1.0,1.0
2016-01-09Belmont,0.0,0.04,1.0,1.0,-2.0
2016-01-09Boise_State,-0.2,0.2,1.0,1.0,1.0
2016-01-09Bowling_Grn,0.2,0.28,1.0,-1.0,2.0
2016-01-09Bradley,-0.4,-0.32,0.0,-1.0,-3.0
2016-01-09CS_Fullerton,0.0,-0.2,1.0,-1.0,1.0
2016-01-09Cal_St_Nrdge,-0.4,-0.12,0.0,1.0,-3.0
2016-01-09California,0.2,0.0,0.0,-1.0,6.0
2016-01-09Canisius,-0.2,0.08,1.0,-1.0,-2.0
2016-01-09Central_Mich,-0.6,-0.2,0.0,1.0,-1.0
2016-01-09Charlotte,0.4,0.08,0.0,1.0,5.0
2016-01-09Chattanooga,0.0,0.04,0.0,-1.0,1.0
2016-01-09Citadel,0.0,0.08,1.0,-1.0,-1.0
2016-01-09Cleveland_St,-0.4,-0.16,1.0,1.0,-3.0
2016-01-09Col_Charlestn,-0.2,-0.36,0.0,-1.0,1.0
2016-01-09Colorado_St,-0.2,-0.2,0.0,-1.0,3.0
2016-01-09Connecticut,0.0,0.04,1.0,-1.0,-2.0
2016-01-09Creighton,0.2,0.08,0.0,1.0,1.0
2016-01-09Dartmouth,-0.4,-0.28,0.0,1.0,-5.0
2016-01-09Davidson,-0.4,0.2,1.0,-1.0,1.0
2016-01-09Dayton,0.0,0.08,0.0,-1.0,2.0
2016-01-09DePaul,0.0,0.0,0.0,-1.0,2.0
2016-01-09Delaware,-0.4,0.04,1.0,-1.0,-2.0
2016-01-09Denver,-0.4,-0.16,1.0,-1.0,-2.0
2016-01-09Drake,-0.2,-0.2,0.0,-1.0,-3.0
2016-01-09Drexel,-0.2,-0.12,1.0,1.0,-1.0
2016-01-09Duke,0.4,0.2,1.0,1.0,3.0
2016-01-09Duquesne,0.0,0.16,0.0,-1.0,-2.0
2016-01-09E_Carolina,0.4,0.12,0.0,-1.0,-1.0
2016-01-09E_Illinois,0.0,0.0,0.0,-1.0,-1.0
2016-01-09E_Kentucky,0.4,0.0,1.0,1.0,-1.0
2016-01-09E_Michigan,-0.2,-0.16,0.0,-1.0,2.0
2016-01-09E_Tenn_St,0.4,-0.12,1.0,-1.0,4.0
2016-01-09E_Washingtn,-0.2,0.08,1.0,1.0,-2.0
2016-01-09Elon,0.0,0.04,1.0,-1.0,1.0
2016-01-09Evansville,-0.2,0.08,1.0,1.0,2.0
2016-01-09Fairfield,-0.2,0.04,0.0,1.0,-1.0
2016-01-09Fla_Atlantic,-0.6,-0.24,0.0,1.0,-3.0
2016-01-09Florida,0.0,-0.08,1.0,1.0,-1.0
2016-01-09Florida_Intl,0.4,0.04,0.0,-1.0,3.0
2016-01-09Florida_St,0.0,0.08,0.0,-1.0,-2.0
2016-01-09Fresno_St,0.0,-0.16,0.0,-1.0,1.0
2016-01-09Furman,0.2,0.12,1.0,1.0,-1.0
2016-01-09GA_Southern,-0.6,0.0,1.0,1.0,-6.0
2016-01-09GA_Tech,0.2,0.12,1.0,1.0,2.0
2016-01-09Geo_Mason,-0.2,-0.04,0.0,1.0,-4.0
2016-01-09Geo_Wshgtn,0.0,-0.16,1.0,1.0,-2.0
2016-01-09Georgetown,-0.2,-0.08,1.0,1.0,-1.0
2016-01-09Georgia,-0.2,0.12,0.0,1.0,1.0
2016-01-09Georgia_St,-0.2,0.0,1.0,1.0,-1.0
2016-01-09Gonzaga,-0.6,0.0,1.0,-1.0,-2.0
2016-01-09Harvard,0.2,0.04,1.0,-1.0,5.0
2016-01-09Hawaii,0.2,0.12,1.0,-1.0,4.0
2016-01-09Hofstra,-0.4,-0.16,0.0,1.0,-1.0
2016-01-09IPFW,0.8,0.44,0.0,1.0,4.0
2016-01-09IUPUI,0.0,0.0,0.0,1.0,3.0
2016-01-09Idaho,0.4,0.12,0.0,-1.0,5.0
2016-01-09Idaho_State,0.6,0.2,1.0,-1.0,1.0
2016-01-09Illinois_St,0.0,-0.04,0.0,-1.0,-1.0
2016-01-09Indiana_St,0.6,0.0,1.0,1.0,5.0
2016-01-09Iona,0.0,-0.16,1.0,-1.0,-1.0
2016-01-09Iowa_State,0.2,0.2,1.0,-1.0,-1.0
2016-01-09James_Mad,-0.2,-0.16,1.0,1.0,-1.0
2016-01-09Jksnville_St,-0.2,-0.12,0.0,-1.0,-2.0
2016-01-09Kansas,0.4,0.08,0.0,1.0,-1.0
2016-01-09Kansas_St,0.6,0.12,0.0,1.0,3.0
2016-01-09Kentucky,-0.4,-0.08,0.0,1.0,-1.0
2016-01-09LA_Lafayette,-0.4,0.04,0.0,-1.0,-1.0
2016-01-09LA_Monroe,-0.2,0.12,0.0,1.0,-1.0
2016-01-09LA_Tech,0.2,-0.04,1.0,-1.0,-1.0
2016-01-09LSU,-0.2,0.08,0.0,-1.0,2.0
2016-01-09La_Salle,-0.4,-0.2,1.0,1.0,1.0
2016-01-09Lg_Beach_St,0.4,0.0,1.0,1.0,2.0
2016-01-09Loyola-Chi,-0.4,0.08,1.0,-1.0,1.0
2016-01-09Loyola_Mymt,0.2,0.04,1.0,-1.0,-1.0
2016-01-09Manhattan,0.0,0.12,0.0,-1.0,3.0
2016-01-09Marist,0.0,-0.04,0.0,1.0,-2.0
2016-01-09Marquette,0.0,-0.12,1.0,-1.0,1.0
2016-01-09Marshall,0.2,-0.04,1.0,1.0,6.0
2016-01-09Maryland,0.0,-0.08,0.0,-1.0,2.0
2016-01-09Memphis,-0.2,-0.16,0.0,1.0,-1.0
2016-01-09Mercer,0.2,-0.08,0.0,1.0,-1.0
2016-01-09Miami_(FL),0.4,0.12,1.0,1.0,1.0
2016-01-09Miami_(OH),-0.4,-0.16,1.0,-1.0,-1.0
2016-01-09Middle_Tenn,0.2,-0.12,1.0,-1.0,-2.0
2016-01-09Minnesota,-0.6,-0.16,1.0,-1.0,-1.0
2016-01-09Miss_State,0.6,0.12,0.0,-1.0,3.0
2016-01-09Mississippi,0.2,0.04,1.0,-1.0,1.0
2016-01-09Missouri,0.2,-0.2,1.0,1.0,-3.0
2016-01-09Missouri_St,0.0,-0.12,0.0,1.0,1.0
2016-01-09Monmouth,0.4,0.04,1.0,-1.0,1.0
2016-01-09Montana,0.0,0.0,1.0,1.0,2.0
2016-01-09Montana_St,0.2,-0.08,1.0,-1.0,2.0
2016-01-09Morehead_St,-0.2,0.08,1.0,-1.0,1.0
2016-01-09Murray_St,-0.2,0.04,1.0,1.0,-1.0
2016-01-09NC-Grnsboro,-0.2,-0.2,0.0,1.0,1.0
2016-01-09NC-Wilmgton,0.0,0.08,0.0,1.0,-3.0
2016-01-09N_Arizona,-0.4,0.12,0.0,1.0,-1.0
2016-01-09N_Carolina,0.0,0.04,0.0,1.0,1.0
2016-01-09N_Colorado,0.0,-0.36,0.0,-1.0,-2.0
2016-01-09N_Dakota_St,-0.6,-0.08,0.0,1.0,-1.0
2016-01-09N_Illinois,0.2,0.24,1.0,1.0,1.0
2016-01-09N_Iowa,-0.4,0.2,1.0,1.0,-2.0
2016-01-09N_Kentucky,-0.4,-0.3684210526315789,1.0,-1.0,1.0
2016-01-09Neb_Omaha,0.2,0.0,0.0,1.0,1.0
2016-01-09Nebraska,0.2,-0.08,0.0,1.0,1.0
2016-01-09Nevada,-0.8,-0.28,0.0,1.0,-6.0
2016-01-09New_Mexico,0.2,0.04,1.0,1.0,2.0
2016-01-09Niagara,0.2,-0.08,1.0,1.0,4.0
2016-01-09North_Dakota,0.2,0.0,0.0,1.0,2.0
2016-01-09North_Texas,-0.6,-0.12,1.0,1.0,1.0
2016-01-09Northeastrn,0.2,0.12,0.0,-1.0,3.0
2016-01-09Northwestern,0.2,0.04,0.0,1.0,-2.0
2016-01-09Notre_Dame,0.0,-0.04,1.0,-1.0,1.0
2016-01-09Ohio,0.6,-0.08,1.0,-1.0,-1.0
2016-01-09Oklahoma,0.2,0.08,1.0,-1.0,1.0
2016-01-09Oklahoma_St,0.0,0.04,0.0,-1.0,-1.0
2016-01-09Old_Dominion,-0.4,0.0,0.0,-1.0,1.0
2016-01-09Oral_Roberts,-0.6,-0.24,1.0,-1.0,1.0
2016-01-09Oregon_St,0.0,0.0,1.0,1.0,-1.0
2016-01-09Pacific,-0.4,-0.16,0.0,1.0,1.0
2016-01-09Pepperdine,-0.4,0.0,1.0,1.0,-4.0
2016-01-09Pittsburgh,0.0,-0.24,0.0,1.0,-1.0
2016-01-09Portland,0.0,0.04,0.0,1.0,-2.0
2016-01-09Portland_St,-0.2,-0.04,0.0,1.0,-1.0
2016-01-09Princeton,0.0,-0.04,0.0,-1.0,1.0
2016-01-09Quinnipiac,-0.4,-0.04,0.0,1.0,1.0
2016-01-09Rice,-0.2,0.08,0.0,-1.0,-1.0
2016-01-09Rider,-0.6,-0.04,1.0,-1.0,-1.0
2016-01-09Rutgers,0.0,-0.12,1.0,-1.0,-2.0
2016-01-09SE_Missouri,0.0,-0.16,0.0,-1.0,-2.0
2016-01-09SIU_Edward,0.2,0.12,0.0,1.0,1.0
2016-01-09S_Alabama,-0.2,0.04,0.0,-1.0,1.0
2016-01-09S_Carolina,0.8,0.08,1.0,1.0,4.0
2016-01-09S_Illinois,0.4,0.08,1.0,-1.0,5.0
2016-01-09S_Mississippi,0.2,0.0,1.0,1.0,-4.0
2016-01-09S_Utah,-0.6,0.0,1.0,-1.0,-1.0
2016-01-09Sac_State,0.0,0.12,0.0,-1.0,-2.0
2016-01-09Samford,0.6,0.24,0.0,-1.0,1.0
2016-01-09San_Diego,0.2,-0.12,1.0,-1.0,-2.0
2016-01-09San_Fransco,-0.2,0.08,0.0,1.0,4.0
2016-01-09San_Jose_St,0.2,-0.24,1.0,1.0,2.0
2016-01-09Santa_Clara,0.2,0.0,0.0,1.0,-1.0
2016-01-09Seton_Hall,0.4,0.12,1.0,-1.0,1.0
2016-01-09South_Dakota,0.0,0.0,1.0,-1.0,-1.0
2016-01-09St_Bonavent,0.4,0.08,0.0,1.0,2.0
2016-01-09St_Johns,-0.4,-0.12,0.0,1.0,1.0
2016-01-09St_Marys,1.0,0.32,0.0,-1.0,12.0
2016-01-09St_Peters,0.2,-0.08,0.0,1.0,-1.0
2016-01-09Syracuse,-0.4,-0.32,1.0,-1.0,-4.0
2016-01-09TN_Martin,0.0,0.04,0.0,1.0,4.0
2016-01-09TN_State,-0.2,0.16,1.0,-1.0,3.0
2016-01-09TN_Tech,0.2,0.0,0.0,1.0,3.0
2016-01-09TX-San_Ant,-0.4,-0.16,0.0,1.0,-1.0
2016-01-09TX_Christian,0.2,0.04,1.0,1.0,1.0
2016-01-09TX_El_Paso,-0.2,-0.2,0.0,1.0,1.0
2016-01-09Temple,0.2,0.08,1.0,1.0,1.0
2016-01-09Tennessee,0.2,-0.04,1.0,1.0,1.0
2016-01-09Texas,-0.4,-0.12,0.0,-1.0,-3.0
2016-01-09Texas_A&M,0.2,0.2,0.0,-1.0,-1.0
2016-01-09Texas_State,0.2,-0.24,0.0,-1.0,-1.0
2016-01-09Texas_Tech,0.6,0.04,1.0,-1.0,8.0
2016-01-09Toledo,0.0,-0.12,0.0,1.0,-1.0
2016-01-09Towson,-0.2,0.08,0.0,-1.0,1.0
2016-01-09Troy,0.0,-0.12,0.0,-1.0,2.0
2016-01-09UAB,0.2,0.16,1.0,-1.0,5.0
2016-01-09UCLA,-0.2,-0.08,1.0,1.0,1.0
2016-01-09UCSB,0.0,0.0,0.0,1.0,2.0
2016-01-09UC_Davis,-0.6,0.04,0.0,-1.0,-1.0
2016-01-09UC_Irvine,-0.2,0.12,1.0,1.0,1.0
2016-01-09UC_Riverside,-0.2,0.16,0.0,-1.0,-2.0
2016-01-09UNLV,0.0,0.08,0.0,-1.0,-2.0
2016-01-09USC,0.2,0.24,1.0,1.0,1.0
2016-01-09U_Mass,-0.4,-0.04,1.0,-1.0,-1.0
2016-01-09U_Penn,0.4,-0.08,1.0,1.0,3.0
2016-01-09Utah_State,-0.4,0.12,0.0,-1.0,-2.0
2016-01-09VA_Military,-0.2,-0.08,0.0,-1.0,-4.0
2016-01-09VA_Tech,0.0,0.0,0.0,-1.0,2.0
2016-01-09Vanderbilt,0.0,0.16,0.0,-1.0,-2.0
2016-01-09Virginia,0.0,0.08,0.0,-1.0,-1.0
2016-01-09WI-Grn_Bay,0.6,0.16,0.0,-1.0,5.0
2016-01-09WI-Milwkee,-0.2,0.04,0.0,-1.0,1.0
2016-01-09W_Carolina,-0.2,-0.08,1.0,1.0,-1.0
2016-01-09W_Illinois,0.2,-0.16,1.0,-1.0,3.0
2016-01-09W_Kentucky,-0.2,-0.08,1.0,-1.0,-2.0
2016-01-09W_Virginia,0.0,0.08,1.0,1.0,-2.0
2016-01-09Wash_State,0.2,0.0,1.0,-1.0,1.0
2016-01-09Washington,0.0,-0.04,0.0,1.0,2.0
2016-01-09Weber_State,0.0,-0.12,1.0,1.0,-1.0
2016-01-09Wichita_St,0.0,0.08,0.0,1.0,-1.0
2016-01-09Wisconsin,0.0,-0.08,1.0,1.0,2.0
2016-01-09Wm_&_Mary,0.2,0.24,1.0,1.0,2.0
2016-01-09Wofford,-0.4,0.04,1.0,1.0,1.0
2016-01-09Wright_State,-0.2,-0.12,0.0,1.0,-1.0
2016-01-09Wyoming,0.4,-0.16,1.0,1.0,3.0
2016-01-09Youngs_St,0.2,-0.08,1.0,1.0,-1.0
2016-01-10Butler,0.0,0.16,1.0,1.0,-3.0
2016-01-10Central_FL,0.6,-0.04,0.0,1.0,2.0
2016-01-10Cincinnati,-0.4,-0.04,0.0,-1.0,2.0
2016-01-10Clemson,0.0,-0.04,1.0,1.0,3.0
2016-01-10Detroit,0.2,0.04,1.0,-1.0,1.0
2016-01-10Fordham,0.0,0.0,1.0,-1.0,-1.0
2016-01-10IL-Chicago,-0.6,-0.16,0.0,-1.0,-2.0
2016-01-10Illinois,0.0,0.08,1.0,1.0,-1.0
2016-01-10Indiana,0.2,-0.04,1.0,1.0,-1.0
2016-01-10Louisville,0.0,-0.08,0.0,-1.0,-5.0
2016-01-10Michigan_St,0.0,0.2,0.0,1.0,1.0
2016-01-10NC_State,0.2,0.24,0.0,1.0,1.0
2016-01-10Oakland,0.4,0.2,1.0,1.0,-2.0
2016-01-10Ohio_State,0.2,-0.08,0.0,-1.0,1.0
2016-01-10Oregon,0.0,0.08,1.0,1.0,-3.0
